name,label,n_nodes,n_edges,n_components,cyclomatic_number,cyclomatic_normalized,n_junctions,n_endpoints,junction_ratio,graph_density,avg_degree,degree_entropy,p_deg2,p_deg3,p_deg4,assortativity,avg_clustering,mean_edge_length,std_edge_length,max_edge_length,mean_euclidean_ratio,largest_component_ratio,n_h1_features,max_h1_persistence,mean_h1_persistence,total_h1_persistence,h1_persistence_entropy,n_h1_significant
crack_TLCrack_668,crack,10,8,3,1,0.125,3,7,0.3,0.17777777777777778,1.6,0.6108643020548935,0.0,0.3,0.0,0.23809523809523808,0.1,125.125,224.57818098604326,696,0.9711720480968001,0.6,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_669,crack,9,9,2,2,0.2222222222222222,4,5,0.4444444444444444,0.25,2.0,0.936888307539016,0.0,0.3333333333333333,0.1111111111111111,0.09090909090909097,0.18518518518518517,60.55555555555556,92.84887495412593,292,0.9689741676092523,0.7777777777777778,,,,,,
crack_TLCrack_67,crack,16,17,3,4,0.23529411764705882,8,8,0.5,0.14166666666666666,2.125,0.9743147528693494,0.0,0.375,0.125,0.21296296296296308,0.13541666666666666,54.470588235294116,105.45314970168943,418,0.929010887333225,0.625,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_670,crack,15,15,3,3,0.2,7,8,0.4666666666666667,0.14285714285714285,2.0,0.8823109245150755,0.0,0.4,0.06666666666666667,-0.025641025641025623,0.17777777777777776,49.46666666666667,105.23108961814575,340,0.949167148649671,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_671,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,65.75,88.4374779151916,208,0.9382704483346359,1.0,,,,,,
crack_TLCrack_672,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,207.0,10.0,217,1.05382592250468,0.5,,,,,,
crack_TLCrack_673,crack,14,17,1,4,0.23529411764705882,9,5,0.6428571428571429,0.18681318681318682,2.4285714285714284,0.9922819748525737,0.0,0.5,0.14285714285714285,-0.1476793248945156,0.23809523809523808,59.705882352941174,92.06057130458912,245,0.9180463020933066,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_675,crack,21,22,3,4,0.18181818181818182,11,10,0.5238095238095238,0.10476190476190476,2.0952380952380953,0.8515842539195699,0.0,0.47619047619047616,0.047619047619047616,0.26666666666666705,0.1746031746031746,70.9090909090909,103.73695277913664,309,0.967585943419582,0.8095238095238095,1.0,10.51190185546875,10.51190185546875,10.51190185546875,-1.000000082690371e-10,1.0
crack_TLCrack_676,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,591.0,0.0,591,1.005304143128178,1.0,,,,,,
crack_TLCrack_677,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,588.0,0.0,588,0.9993007941775573,1.0,,,,,,
crack_TLCrack_678,crack,11,13,1,3,0.23076923076923078,7,4,0.6363636363636364,0.23636363636363636,2.3636363636363638,0.9164648855394713,0.0,0.5454545454545454,0.09090909090909091,-0.03174603174603326,0.2424242424242424,101.92307692307692,237.6437092463815,866,0.940464508785954,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_68,crack,8,5,3,0,0.0,1,7,0.125,0.17857142857142858,1.25,0.37677016125643675,0.0,0.125,0.0,-0.42857142857142844,0.0,192.2,131.68204129645014,431,0.9914430007937115,0.5,,,,,,
crack_TLCrack_684,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,75.25,130.94917907341,352,0.998712541226725,1.0,,,,,,
crack_TLCrack_685,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,587.0,0.0,587,1.0198275215521209,1.0,,,,,,
crack_TLCrack_686,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,247.5,46.5,294,1.0375694213708535,0.5,,,,,,
crack_TLCrack_687,crack,32,41,1,10,0.24390243902439024,23,9,0.71875,0.08266129032258064,2.5625,0.9262190514038544,0.0,0.59375,0.125,-0.15492957746479044,0.2708333333333333,27.073170731707318,45.2728262027619,144,0.9282838475719344,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_689,crack,22,31,1,10,0.3225806451612903,17,5,0.7727272727272727,0.1341991341991342,2.8181818181818183,1.0376517997982746,0.0,0.5,0.2727272727272727,0.06951026856240239,0.28787878787878785,22.612903225806452,61.63455117077508,321,0.8813301919158976,1.0,2.0,0.5857864618301392,0.5857864618301392,1.1715729236602783,0.6931471803599453,2.0
crack_TLCrack_69,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,729.0,0.0,729,1.0092684666142375,1.0,,,,,,
crack_TLCrack_690,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,189.0,0.0,189,1.0108686474394495,1.0,,,,,,
crack_TLCrack_691,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,581.0,0.0,581,1.0118021175331575,1.0,,,,,,
crack_TLCrack_692,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,450.0,0.0,450,1.003824295661601,1.0,,,,,,
crack_TLCrack_693,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,367.5,188.5,556,0.9990047425662743,0.5,,,,,,
crack_TLCrack_694,crack,24,27,3,6,0.2222222222222222,14,10,0.5833333333333334,0.09782608695652174,2.25,0.9184277849930976,0.0,0.5,0.08333333333333333,0.2058823529411765,0.2222222222222222,49.074074074074076,119.12425070330617,588,0.959044949693041,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_695,crack,22,30,1,9,0.3,17,5,0.7727272727272727,0.12987012987012986,2.727272727272727,0.9575556963742231,0.0,0.5909090909090909,0.18181818181818182,-0.12994350282486142,0.303030303030303,35.36666666666667,61.7357180964868,233,0.9423099742578492,1.0,1.0,1.1855010986328125,1.1855010986328125,1.1855010986328125,-1.000000082690371e-10,1.0
crack_TLCrack_696,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,435.0,0.0,435,1.0347849218192793,1.0,,,,,,
crack_TLCrack_697,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,507.0,0.0,507,1.0428920185600412,1.0,,,,,,
crack_TLCrack_7,crack,15,18,2,5,0.2777777777777778,10,5,0.6666666666666666,0.17142857142857143,2.4,0.8532361505557784,0.0,0.6,0.06666666666666667,0.3043478260869558,0.24444444444444444,46.888888888888886,108.79638928286019,447,0.9012408261690368,0.8666666666666667,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_70,crack,6,3,3,0,0.0,0,6,0.0,0.2,1.0,-0.0,0.0,0.0,0.0,,0.0,151.0,108.36050941187015,298,1.0082159103805453,0.3333333333333333,,,,,,
crack_TLCrack_703,crack,39,55,1,17,0.3090909090909091,33,6,0.8461538461538461,0.07422402159244265,2.8205128205128207,0.7892161932464531,0.0,0.717948717948718,0.1282051282051282,-0.013400335008376663,0.3162393162393162,26.072727272727274,53.721793290806716,270,0.9116999607743438,1.0,2.0,6.194728851318359,3.3902576565742493,6.7805153131484985,0.2941112332839219,1.0
crack_TLCrack_705,crack,19,21,3,5,0.23809523809523808,11,8,0.5789473684210527,0.12280701754385964,2.210526315789474,0.8569977547780645,0.0,0.5263157894736842,0.05263157894736842,0.3859649122807015,0.19298245614035087,68.57142857142857,100.35867648379104,368,0.9250824571005745,0.7894736842105263,1.0,41.482879638671875,41.482879638671875,41.482879638671875,-1.000000082690371e-10,1.0
crack_TLCrack_707,crack,36,48,2,14,0.2916666666666667,27,9,0.75,0.0761904761904762,2.6666666666666665,0.9912096991675409,0.0,0.6111111111111112,0.1111111111111111,-0.009345794392523983,0.27685185185185185,41.354166666666664,94.95119131763903,465,0.9075322313439856,0.8888888888888888,2.0,0.5857864618301392,0.5857864618301392,1.1715729236602783,0.6931471803599453,2.0
crack_TLCrack_709,crack,51,70,1,20,0.2857142857142857,42,9,0.8235294117647058,0.054901960784313725,2.7450980392156863,0.766606543978585,0.0,0.7254901960784313,0.09803921568627451,-0.14344053088310785,0.3006535947712418,21.985714285714284,37.501044883402095,152,0.9322730803276773,1.0,3.0,8.342002868652344,3.118544260660807,9.355632781982422,0.3955876033957991,1.0
crack_TLCrack_71,crack,20,21,3,4,0.19047619047619047,11,9,0.55,0.11052631578947368,2.1,0.6881388137135884,0.0,0.55,0.0,-0.2727272727272732,0.15,30.523809523809526,53.27343575287875,169,0.937431601046539,0.5,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_719,crack,13,14,2,3,0.21428571428571427,7,6,0.5384615384615384,0.1794871794871795,2.1538461538461537,0.9110175397125628,0.0,0.46153846153846156,0.07692307692307693,0.2222222222222206,0.20512820512820512,68.64285714285714,116.54588743302368,336,0.9267791406890442,0.8461538461538461,1.0,10.01348876953125,10.01348876953125,10.01348876953125,-1.000000082690371e-10,1.0
crack_TLCrack_72,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,554.0,0.0,554,1.006242064895134,1.0,,,,,,
crack_TLCrack_720,crack,9,9,2,2,0.2222222222222222,4,5,0.4444444444444444,0.25,2.0,0.936888307539016,0.0,0.3333333333333333,0.1111111111111111,0.09090909090909097,0.18518518518518517,81.55555555555556,117.90590514955475,322,0.9474522122639208,0.7777777777777778,,,,,,
crack_TLCrack_722,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,577.0,0.0,577,1.0069424676429575,1.0,,,,,,
crack_TLCrack_723,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,581.0,0.0,581,1.0138072284133135,1.0,,,,,,
crack_TLCrack_724,crack,6,3,3,0,0.0,0,6,0.0,0.2,1.0,-0.0,0.0,0.0,0.0,,0.0,150.66666666666666,72.88956639251526,230,1.0316364004214145,0.3333333333333333,,,,,,
crack_TLCrack_725,crack,10,12,1,3,0.25,6,4,0.6,0.26666666666666666,2.4,1.0549201679861442,0.0,0.4,0.2,-0.08333333333333298,0.21666666666666665,49.333333333333336,108.10822766509907,377,0.9080946644590964,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_726,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,476.0,0.0,476,1.035553688331991,1.0,,,,,,
crack_TLCrack_727,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,601.0,0.0,601,1.029031145061108,1.0,,,,,,
crack_TLCrack_728,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,83.375,138.03254824497012,375,0.9411582701118595,1.0,,,,,,
crack_TLCrack_729,crack,13,14,2,3,0.21428571428571427,7,6,0.5384615384615384,0.1794871794871795,2.1538461538461537,0.9110175397125628,0.0,0.46153846153846156,0.07692307692307693,-0.24444444444444374,0.20512820512820512,63.07142857142857,123.49809963009511,445,0.9365463021864426,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_73,crack,10,5,5,0,0.0,0,10,0.0,0.1111111111111111,1.0,-0.0,0.0,0.0,0.0,,0.0,92.6,78.59414736480065,189,1.0269016252018919,0.2,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_736,crack,29,40,2,13,0.325,23,6,0.7931034482758621,0.09852216748768473,2.7586206896551726,0.9250738293082053,0.0,0.6206896551724138,0.1724137931034483,-0.1111111111111136,0.32183908045977005,24.0,79.68469112696616,489,0.9045593664321581,0.6551724137931034,2.0,0.5857864618301392,0.5629451870918274,1.1258903741836548,0.6923238053460758,2.0
crack_TLCrack_737,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,577.0,0.0,577,0.9976236049254359,1.0,,,,,,
crack_TLCrack_738,crack,6,7,1,2,0.2857142857142857,4,2,0.6666666666666666,0.4666666666666667,2.3333333333333335,0.6365141682948128,0.0,0.6666666666666666,0.0,-0.166666666666669,0.3333333333333333,85.42857142857143,153.9488385729466,446,1.0108125486702477,1.0,,,,,,
crack_TLCrack_739,crack,19,25,1,7,0.28,14,5,0.7368421052631579,0.14619883040935672,2.6315789473684212,0.9591824302739718,0.0,0.5789473684210527,0.15789473684210525,0.18546365914786866,0.2894736842105263,29.28,51.90415782959975,170,0.9675241996324211,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_74,crack,16,17,4,5,0.29411764705882354,8,8,0.5,0.14166666666666666,2.125,0.9743147528693494,0.0,0.375,0.125,0.6327160493827156,0.20833333333333331,47.8235294117647,108.12478373680794,431,0.9005741902702937,0.625,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_740,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,578.0,0.0,578,1.0086876019023039,1.0,,,,,,
crack_TLCrack_741,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,595.0,0.0,595,1.0284194832583373,1.0,,,,,,
crack_TLCrack_742,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,95.5,9.5,105,1.0096037297256526,0.5,,,,,,
crack_TLCrack_743,crack,51,73,1,23,0.3150684931506849,43,8,0.8431372549019608,0.05725490196078432,2.8627450980392157,0.8669861941671856,0.0,0.6666666666666666,0.17647058823529413,-0.1645675902602862,0.3300653594771242,21.205479452054796,52.11524608101927,291,0.9268863696533303,1.0,2.0,30.653411865234375,24.60931968688965,49.2186393737793,0.6626762962520232,2.0
crack_TLCrack_75,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,292.5,242.5,535,1.054417036241225,0.5,,,,,,
crack_TLCrack_753,crack,27,32,3,8,0.25,17,10,0.6296296296296297,0.09116809116809117,2.3703703703703702,0.9525594433910547,0.0,0.5185185185185185,0.1111111111111111,0.058823529411764705,0.2222222222222222,59.875,96.72633754567573,326,0.9466687640416742,0.7777777777777778,1.0,0.057281494140625,0.057281494140625,0.057281494140625,-1.000000082690371e-10,1.0
crack_TLCrack_756,crack,6,4,2,0,0.0,1,5,0.16666666666666666,0.26666666666666666,1.3333333333333333,0.45056120886630463,0.0,0.16666666666666666,0.0,-0.6,0.0,177.75,228.30722174298384,573,0.9858545767483462,0.6666666666666666,,,,,,
crack_TLCrack_757,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,435.0,0.0,435,1.0138427956217424,1.0,,,,,,
crack_TLCrack_758,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,511.0,0.0,511,0.9958875794282117,1.0,,,,,,
crack_TLCrack_759,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,405.0,310.0,715,1.2105463324651398,0.5,,,,,,
crack_TLCrack_76,crack,14,10,5,1,0.1,3,11,0.21428571428571427,0.10989010989010989,1.4285714285714286,0.5195798391305154,0.0,0.21428571428571427,0.0,0.3939393939393943,0.07142857142857142,64.5,84.50118342366572,223,1.046851952423677,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_760,crack,27,33,2,8,0.24242424242424243,18,9,0.6666666666666666,0.09401709401709402,2.4444444444444446,0.936888307539016,0.0,0.5555555555555556,0.1111111111111111,-0.01149425287356226,0.25925925925925924,50.75757575757576,99.44879306762802,354,0.9279942718408927,0.9259259259259259,1.0,1.6522979736328125,1.6522979736328125,1.6522979736328125,-1.000000082690371e-10,1.0
crack_TLCrack_761,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,400.0,197.0,597,1.0147427541587284,0.5,,,,,,
crack_TLCrack_762,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,348.0,0.0,348,0.919875559669182,1.0,,,,,,
crack_TLCrack_77,crack,11,10,3,2,0.2,4,7,0.36363636363636365,0.18181818181818182,1.8181818181818181,0.8599672810355049,0.0,0.2727272727272727,0.09090909090909091,0.2592592592592581,0.1515151515151515,59.6,91.68554957025671,282,0.9391848635666774,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_772,crack,23,32,1,10,0.3125,19,4,0.8260869565217391,0.12648221343873517,2.782608695652174,0.8223449173934805,0.0,0.6956521739130435,0.13043478260869565,-0.009009009009009009,0.30434782608695654,46.0625,87.34412455196973,394,0.9484824460798942,1.0,1.0,12.784191131591797,12.784191131591797,12.784191131591797,-1.000000082690371e-10,1.0
crack_TLCrack_774,crack,46,57,5,16,0.2807017543859649,32,14,0.6956521739130435,0.05507246376811594,2.4782608695652173,1.0089783059381676,0.021739130434782608,0.5652173913043478,0.10869565217391304,0.4554140127388549,0.2753623188405797,37.36842105263158,61.79639221256676,266,0.9656824986115708,0.8260869565217391,1.0,4.20013427734375,4.20013427734375,4.20013427734375,-1.000000082690371e-10,1.0
crack_TLCrack_778,crack,11,13,1,3,0.23076923076923078,7,4,0.6363636363636364,0.23636363636363636,2.3636363636363638,0.9164648855394713,0.0,0.5454545454545454,0.09090909090909091,-0.23809523809523975,0.2424242424242424,54.15384615384615,79.5930477770381,212,0.9471962240545365,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_779,crack,27,36,1,10,0.2777777777777778,21,6,0.7777777777777778,0.10256410256410256,2.6666666666666665,0.8486855577264172,0.0,0.6666666666666666,0.1111111111111111,-0.1111111111111105,0.25925925925925924,61.19444444444444,86.14065353454212,266,0.9712864902896974,1.0,2.0,43.92631530761719,25.669166564941406,51.33833312988281,0.4128281666341137,2.0
crack_TLCrack_78,crack,8,5,3,0,0.0,1,7,0.125,0.17857142857142858,1.25,0.37677016125643675,0.0,0.125,0.0,-0.42857142857142844,0.0,125.6,126.55212364871639,369,0.9641690213669948,0.5,,,,,,
crack_TLCrack_780,crack,16,17,3,4,0.23529411764705882,8,8,0.5,0.14166666666666666,2.125,0.9743147528693494,0.0,0.375,0.125,0.160493827160493,0.20833333333333331,27.823529411764707,69.36114804507989,293,0.9150925169021901,0.75,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_781,crack,31,38,3,10,0.2631578947368421,21,10,0.6774193548387096,0.08172043010752689,2.4516129032258065,0.9066201258375415,0.0,0.5806451612903226,0.0967741935483871,-0.05555555555555774,0.25806451612903225,31.94736842105263,56.78720545687301,195,0.9353710676511384,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_783,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,546.0,0.0,546,1.0499514641643488,1.0,,,,,,
crack_TLCrack_784,crack,8,8,1,1,0.125,4,4,0.5,0.2857142857142857,2.0,0.6931471805599453,0.0,0.5,0.0,-0.3333333333333333,0.125,161.625,172.18807849267614,515,0.9771508217851947,1.0,,,,,,
crack_TLCrack_785,crack,20,22,3,5,0.22727272727272727,11,9,0.55,0.11578947368421053,2.2,0.9489154358953991,0.0,0.45,0.1,0.2331154684095853,0.21666666666666665,57.54545454545455,99.63557564386475,375,0.9621108523517606,0.8,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_787,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,511.5,156.5,668,1.040615049182116,0.5,,,,,,
crack_TLCrack_788,crack,10,8,3,1,0.125,3,7,0.3,0.17777777777777778,1.6,0.6108643020548935,0.0,0.3,0.0,0.23809523809523808,0.1,149.75,120.1028205330749,294,0.9694021609357398,0.6,1.0,30.184646606445312,30.184646606445312,30.184646606445312,-1.000000082690371e-10,1.0
crack_TLCrack_789,crack,14,19,1,6,0.3157894736842105,11,3,0.7857142857142857,0.2087912087912088,2.7142857142857144,0.8921178708188162,0.0,0.6428571428571429,0.14285714285714285,-0.20634920634920942,0.3095238095238095,55.94736842105263,88.69372118298634,237,0.9399395076073128,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_79,crack,8,7,2,1,0.14285714285714285,3,5,0.375,0.25,1.75,0.6615632381579821,0.0,0.375,0.0,0.06666666666666772,0.125,68.71428571428571,87.04795769445431,251,1.013332800456435,0.75,,,,,,
crack_TLCrack_790,crack,14,18,2,6,0.3333333333333333,9,5,0.6428571428571429,0.1978021978021978,2.5714285714285716,1.1973401339967784,0.0,0.42857142857142855,0.14285714285714285,0.30769230769230915,0.25952380952380955,58.833333333333336,177.17137027309022,774,0.9094249628334343,0.8571428571428571,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_791,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,349.0,0.0,349,1.0174537951489742,1.0,,,,,,
crack_TLCrack_792,crack,10,12,1,3,0.25,7,3,0.7,0.26666666666666666,2.4,0.6108643020548935,0.0,0.7,0.0,-0.14285714285714285,0.2,70.91666666666667,145.3383743391798,533,0.9401450982751148,1.0,1.0,0.2378692626953125,0.2378692626953125,0.2378692626953125,-1.000000082690371e-10,1.0
crack_TLCrack_797,crack,61,90,1,30,0.3333333333333333,55,6,0.9016393442622951,0.04918032786885246,2.9508196721311477,0.7448268946794052,0.0,0.7704918032786885,0.11475409836065574,0.06219472484532591,0.32732240437158466,25.488888888888887,53.18609769154268,323,0.9316842228307602,1.0,4.0,27.23736572265625,11.509701162576675,46.0388046503067,0.8684656829540021,2.0
crack_TLCrack_8,crack,11,13,1,3,0.23076923076923078,7,4,0.6363636363636364,0.23636363636363636,2.3636363636363638,0.9164648855394713,0.0,0.5454545454545454,0.09090909090909091,-0.03174603174603326,0.2424242424242424,31.692307692307693,75.29264405319228,285,0.9575235894059569,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_80,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,313.0,0.0,313,1.030760295804446,1.0,,,,,,
crack_TLCrack_808,crack,22,25,2,5,0.2,13,9,0.5909090909090909,0.10822510822510822,2.272727272727273,0.9302168370888639,0.0,0.5,0.09090909090909091,-0.04761904761904876,0.19696969696969696,32.4,51.100684926916585,246,0.9222579254974821,0.9090909090909091,2.0,18.853687286376953,15.711763381958008,31.423526763916016,0.6730171989663221,2.0
crack_TLCrack_81,crack,23,31,1,9,0.2903225806451613,18,5,0.782608695652174,0.1225296442687747,2.6956521739130435,0.8761994574635853,0.0,0.6521739130434783,0.13043478260869565,0.06060606060606107,0.2971014492753623,34.225806451612904,69.07812766081481,336,0.925033695588575,1.0,1.0,0.5080032348632812,0.5080032348632812,0.5080032348632812,-1.000000082690371e-10,1.0
crack_TLCrack_811,crack,25,27,3,5,0.18518518518518517,14,11,0.56,0.09,2.16,0.8300282389569186,0.0,0.52,0.04,0.14285714285714174,0.18666666666666665,33.925925925925924,47.02554540288669,189,0.9534752748874361,0.84,1.0,18.92730712890625,18.92730712890625,18.92730712890625,-1.000000082690371e-10,1.0
crack_TLCrack_812,crack,8,7,2,1,0.14285714285714285,3,5,0.375,0.25,1.75,0.6615632381579821,0.0,0.375,0.0,0.06666666666666772,0.125,130.85714285714286,204.519945636765,615,1.0183863554703554,0.75,,,,,,
crack_TLCrack_813,crack,32,43,1,12,0.27906976744186046,25,7,0.78125,0.08669354838709678,2.6875,0.8688134127978941,0.0,0.65625,0.125,0.044444444444447576,0.3020833333333333,29.813953488372093,53.64146947242057,231,0.9181618926400743,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_814,crack,19,20,3,4,0.2,10,9,0.5263157894736842,0.11695906432748537,2.1052631578947367,0.8628578006373906,0.0,0.47368421052631576,0.05263157894736842,0.08831908831909027,0.19298245614035087,60.35,79.40798133689081,248,0.9657120177785321,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_82,crack,11,13,1,3,0.23076923076923078,7,4,0.6363636363636364,0.23636363636363636,2.3636363636363638,0.9164648855394713,0.0,0.5454545454545454,0.09090909090909091,-0.23809523809523975,0.2424242424242424,76.07692307692308,167.69453068392474,571,0.9858548511143078,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_823,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,87.875,138.1343888211766,372,0.9279787502523218,1.0,,,,,,
crack_TLCrack_83,crack,8,10,1,3,0.3,6,2,0.75,0.35714285714285715,2.5,0.5623351446188083,0.0,0.75,0.0,-0.11111111111111215,0.25,51.6,148.49659928766044,497,0.8630397918671784,1.0,,,,,,
crack_TLCrack_84,crack,49,59,7,17,0.288135593220339,31,18,0.6326530612244898,0.050170068027210885,2.4081632653061225,0.9954661223173846,0.0,0.4897959183673469,0.14285714285714285,0.35650988411724566,0.23809523809523808,25.271186440677965,87.1468331364428,617,0.917532830774459,0.42857142857142855,3.0,0.5857864618301392,0.5857864618301392,1.7573593854904175,1.0986122883681095,3.0
crack_TLCrack_85,crack,11,11,2,2,0.18181818181818182,5,6,0.45454545454545453,0.2,2.0,0.9164648855394713,0.0,0.36363636363636365,0.09090909090909091,0.04347826086956442,0.1515151515151515,45.27272727272727,69.36476825002852,218,0.9115005688231559,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_86,crack,11,13,1,3,0.23076923076923078,7,4,0.6363636363636364,0.23636363636363636,2.3636363636363638,0.9164648855394713,0.0,0.5454545454545454,0.09090909090909091,-0.03174603174603326,0.2424242424242424,58.15384615384615,95.6426410807408,340,0.9443655234205934,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_87,crack,19,24,1,6,0.25,14,5,0.7368421052631579,0.14035087719298245,2.526315789473684,1.0596846673731528,0.05263157894736842,0.5789473684210527,0.10526315789473684,-0.14606741573034113,0.3157894736842105,50.708333333333336,107.31747262471082,381,1.0179594578491542,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_88,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,104.0,149.9358196029221,412,0.9192247071400362,1.0,,,,,,
